source_doc,gloss_zh,chinese,mongolian,n_chars,n_syl
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,生來,脫列列埃,töreleġei,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,熱的行,合剌兀納察,Qalaγ̇un-ača,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,忽然,合剌惕,qalad,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,衣胞行,合忽納合察,γaqunaγ-ača,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,出來來,合魯剌阿,γarulaγ̇a,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,心行,主魯格捏徹,žürügen-eče,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎恠呵,赤馬惕合阿速,čimadγaγ̇asu,6,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,情,赤納兒,činar,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,冷着,者乞兒抽,žekirčü,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎息呵,札里剌兀魯阿速,žaliraγ̇uluγ̇asu,7,7
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,中,孛里,boli,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎怨呵,格木里兀魯額速,gemüriġülüġesü,7,7
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,怨悔,格訥額兒,genüġer,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,消呵,格思格額速,gegeġesü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,普,合木黑,Qamuγ,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎立時,擺亦兀魯侖,baiγ̇ulurun,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,頭自的行,帖里兀邊,teriġü-ben,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,馬上指着,罕土合剌周,qantuqalažu,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,皮桶盛着,南不合剌周,nambuγalažu,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,眼自的行,你觀邊,nidü-ben,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,匾,合塔孩,qabtaγai,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,耳自的行,赤乞邊,čiki-ben,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,枕行,迭列突兒,dere-dür,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,枕着,迭列列周,dereležü,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,衣襟自的行,豁兒班,qormai-ban,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,鋪着,迭不思抽,debüsčü,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,涎自的行,失魯速你顏,šilusun-jan,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,解渴着,溫荅剌周,undalažu,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,牙縫中肉,失吉顏,šigi-jan,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,當宿食,豁納黑剌周,qonaγlažu,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,額的,莽來因,maṅlai-jin,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,汗,闊列孫,kölesün,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,腳底上,兀剌突兒,ula-dur,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,腳底的,兀剌因,ula-jin,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,額行,莽來突兒,maṅlai-tur,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,直上,合兒塔剌,γartala,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,向前,斡魯木連,ölümlen,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,謹愼,乞赤延,kičijen,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,行的,迓步,jabuqui,2,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,同,含禿巴兒,qamtu-bar,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,辛苦時,勺孛勒都侖,žoboldurun,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,緊,豁來塔剌,qoraitala,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,梳頭着,孛黑塔剌周,boγtalažu,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,短,豁斡只塔剌,qoγ̇ožitala,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,繫着,不薛列周,büseležü,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,緊,你亦台塔剌,niġitaitala,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,梳頭着,孛黑脫剌周,boγtolažu,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,緊,你都剌塔剌,niduratala,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,您自的行,塔你顏,tan-jan,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎長時,斡思格侖,ösgerün,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,嚥,札勒吉灰,žalgqui,4,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,一半自的行,札里顏,žarim-jan,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,喉嚨自的行,豁斡來顏,qoγ̇olai-jan,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,咽着,忽赤周,qučižu,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,都自的行,豁脫來顏,qotola-jan,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,行,迓步灰,jabuqui,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,肩甲行,額格篾徹,Egemēče,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,項頸行,古主兀捏徹,Küžüġün-eče,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎淨着,阿里勒合周,arilγažu,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,腳後根,不兒備,burbi,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎擡起着,額兒古兀勒周,ergüġülžü,6,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,肩行,額甘突兒,egem-tür,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,後胯行,合兒甘突兒,qarγam-tur,5,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,自行,塔訥安,tan-u-γ̇an,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,見我,兀者速,üžesü,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,賢明,孛黑,Boγda,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,寬洪,迭勒格兒,delger,4,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,後,豁亦納,Qoina,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,哂着,木赤勒者周,müčilžežü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,氣力有的行,古出禿冝,küčütü-ji,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,技能的,額兒迭門,erdem-ün,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,䭾呵,阿赤阿速,ačiγ̇asu,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,言語敎,兀格額兒,Üge-ġer,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,死了的,兀窟兀魯克先,üküġülügsen,6,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,剝呵,兀卜赤額速,übčiġesü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,並行,豁勒巴闌,qolbaran,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,氣力,古純,küčün,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,躱避的自的行,荅勒荅里黑撒你顏,daldariγsan-jan,8,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,共砍,察卜赤勒都速,čabčildusu,6,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,落後了的自的行,豁只荅黑撒你顏,Qožidaγsan-jan,7,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,腳後根自的行,孛兒必你顏,borbin-jan,5,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,橫斷,輕古魯,kemkürü,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名行,斡歌歹冝,Ögödei-ji,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,共說咱,客額勒都耶,keġeldüje,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,形影,巴剌阿,baraγ̇a,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,皮帽的,馬合來因,maqalai-jin,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎訓,保里牙,balija,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎認呵,塔你兀魯阿速,taniγ̇uluγ̇asu,6,6
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,中也者,孛魯者,bolu-že,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,說,客列延,kele-ġen,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,並行,豁勒巴阿闌,qolbaγ̇aran,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,並行,豁勒巴阿剌塔剌,Qolbaγ̇aratala,7,6
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,地,斡脫堅,Ötögen,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,河每,沐洌惕,Müred,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,水每,兀速惕,usud,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,分的,撒勒忽,Salqu,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,般,失禿,situ,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎寬,阿兀惕勤,aγ̇udkin,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,分咱,撒勒合牙,salγaja,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,言語,兀格思,üges-,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎共到您,古魯勒扯惕坤,kürülčedkün,6,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,百姓行,亦兒格捏,Irgen-e,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎咲您,亦捏額兀魯惕坤,ineġeġülüdkün,7,6
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人行,剌納,Haran-a,2,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎大咲您,合卜合里兀魯惕坤,qabqariγ̇uludqun,8,6
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,到的,古兒古因,kürkü-jin,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被做來,乞克迭魯埃,kigdelüġei,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被做了來,孛勒合黑荅魯埃,bolγaγdaluγ̇ai,7,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,子孫每,兀魯兀答察,uruγ̇ud-ača,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎分咱,撒勒合勒都牙,salγalduja,6,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,怠慢了,斡莎勒荅渾,osoldaqun,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,說,客列列,Kelele,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,皇帝,合罕額徹,Qaγan-eče,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,說,兀詁列,ügüle,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被說呵,客額克迭額速,keġegdeġesü,6,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,甚麽自的行,牙兀班,jaγ̇u-ban,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,說,嗚詁列古,ügülekü,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,能的依着,赤荅灰巴兒,Čidaqui-bar,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,謹愼我,合塔兀赤速孩,qataγ̇učisuγai,6,6
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,說有也者,客額木者,keġemü-že,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,子孫裏,兀魯黑圖兒,uruγ-tur,5,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,靑草裏,斡郞突兒,olaṅ-dur,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,包褁呵,忽赤阿速,qučiγ̇asu,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,牛行,忽客列,hüker-e,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被喫,亦咥克咥古,idegdekü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,脂膏裏,額兀坤突兒,eġükün-dür,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,狗行,那合牙,noγaj-a,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,獸名,罕荅孩,qandaγai,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,順應着,搠列思,söles,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,不中麽,阿勒荅忽余兀,aldaquj-uγ̇u,6,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,這些自的行但,額堆余延者,Edül-jüġen-že,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名,斡歌歹,Öġödei,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,這般每,額亦門,eimün,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,忘了的行,兀馬兒塔黑撒泥,umartaγsan-i,7,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,提說着,都剌惕合周,duradγažu,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,睡着了的行,穩榻剌黑撒泥,umtaraγsan-i,6,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,喚省着,薛里兀勒周,seriġülžü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,赤馬的,者額兒迭因,žeġerde-jin,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,鞭子,米納阿,minaγ̇a,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,應許行,者迭徹,že-dēče,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,落後,豁只丹,qožidan,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,次序行,者兒格迭徹,žerge-dēče,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,空缺,搠剌亦壇,solaitan,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,短,斡豁兒,oqor,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,道是,勺卜失顏,žöbšijen,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,一箇自的行,你客你顏,nigen-jen,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,敎管,篾迭兀勒,medeġül,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名的,斡惕赤斤訥,Ödčigin-ü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,子孫行,兀魯吉,urug-i,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,一箇行,你客泥,nigen-i,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,毀了呵,忽塔魯阿速,hutaruγ̇asu,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,差了您,額你迭坤,endedkün,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,失了您,阿勒渾塔,aldaqun-ta,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被喫,亦咥克迭古,idegdekü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,脂膏裏,斡兀坤突兒,Öġükün-dür,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,一箇也,你客訥兀,nigen-üġü,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,生麽,脫列古,törekü,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名行,不兒罕突兒,Burqan-dur,5,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被斷着,塔速勒荅周,tasuldažu,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,折證,斡魯勒潺,ölülčen,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,上馬,秣驪剌,morila,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名,阿沙敢不,Ašaγambu,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,添,捏綿,nemen,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名行,阿沙敢不荅,Ašaγambu-da,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被說,嗚詁列克顚,ügülegden,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,計量,阿兒合察,araγača,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,翻着,客勒別思,kelbes,4,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,難有的,別兒客禿,berketü,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,有時且罷,不突兒者,büküi-dür-že,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,那事,帖里,teli,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被護助呵,翊協額克迭額速,igeġegdeġesü,7,6
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,堅固行,巴禿荅,batuda,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,免年,討來,taulai,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,地名着,阿剌亦牙兒,Arai-jar,5,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,娘子內,合禿納察,qatun-ača,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,征進時,阿牙剌侖,ajalarun,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,弟,迭兀捏列徹,deġü-ner-eče,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,官行,那顏泥,nojan-i,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,老營裏,阿兀魯黑突兒,aγ̇uruγ-tur,6,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名的,者別因,Žebe-jin,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名的,速別額台因,Sübeġetei-jin,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名行,脫忽察里,Toqučar-i,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,囘囘王名,速勒塔訥,Sultan-u,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,夾攻您,含撒惕渾,qamsadqun,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,名的,篾力昆,Melig-ün,3,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,經過着,荅阿里周,daγ̇arižu,4,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,動,款顚,künden,2,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,過去了,那克赤主兀,nögčižüγ̇ü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,過去了,那克赤主兀,nögčižüġü,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,人名,脫忽察兒,Toqučar,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,邊,乞只阿兒,kižiγ̇ar,4,3
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,種田的行,塔里牙只泥,tarijačin-i,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,擄了,倒兀里主爲,daγ̇uližuγ̇ui,5,5
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,名,篾力克,Melig,3,2
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,城子自的行,巴剌合的顏,balaγad-jan,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,被擄掠了,合兀勒荅阿,qaγ̇uldaγ̇a,5,4
c33_yin_yi_meng_wen_yuan_chao_mi_shi_xu_ji_juan_yi_2.xhtml,囘囘王名,札剌勒丁,Žalaldiṅ,4,3
