trad,simp,skt,n_chars,n_syl,n_aligned,char_syl_ratio,phon_score,align,pos,label
補盧崽拏,补卢崽拏,puruṣeṇa,4,4,4,1.0,0.75,exact,noun,transcription
尼羅蔽荼,尼罗蔽荼,nīlapiṭa,4,4,4,1.0,0.75,exact,noun,transcription
提婆拔提,提婆拔提,dīpavatī,4,4,4,1.0,0.75,exact,proper noun,transcription
毘首羯摩,毘首羯摩,viśvakarman,4,4,4,1.0,0.75,exact,proper noun,transcription
阿婆嘬羅,阿婆嘬罗,ābhāsvara,4,4,4,1.0,0.75,exact,adjective,transcription
阿毘目底,阿毘目底,adhimukti,4,4,4,1.0,0.75,exact,phrase,transcription
演若達多,演若达多,yajñadatta,4,4,4,1.0,0.75,exact,proper noun,transcription
延若達多,延若达多,yajñadatta,4,4,4,1.0,0.75,exact,proper noun,transcription
耶若達多,耶若达多,yajñadatta,4,4,4,1.0,0.75,exact,proper noun,transcription
和伽羅那,和伽罗那,vyākaraṇa,4,4,4,1.0,0.75,exact,noun,transcription
不那利華,不那利华,puṇḍarīka,4,4,4,1.0,0.75,exact,noun,transcription
納拉辛哈,纳拉辛哈,narasiṃha,4,4,4,1.0,0.75,exact,proper noun,transcription
伊底呵婆,伊底呵婆,itihāsa,4,4,4,1.0,0.75,exact,proper noun,transcription
比伊波羅,比伊波罗,bṛhatphala,4,4,4,1.0,0.75,exact,proper noun,transcription
阿耆毘伽,阿耆毘伽,ājīvika,4,4,4,1.0,0.75,exact,proper noun,transcription
阿時縛迦,阿时缚迦,ājīvika,4,4,4,1.0,0.75,exact,proper noun,transcription
阿時婆迦,阿时婆迦,ājīvika,4,4,4,1.0,0.75,exact,proper noun,transcription
阿寅婆迦,阿寅婆迦,ājīvika,4,4,4,1.0,0.75,exact,proper noun,transcription
鳥波陀耶,鸟波陀耶,upādhyāya,4,4,4,1.0,0.75,exact,noun,transcription
鄔波陀耶,邬波陀耶,upādhyāya,4,4,4,1.0,0.75,exact,phrase,transcription
盎哦囉迦,盎哦啰迦,aṅgāraka,4,4,4,1.0,0.75,exact,proper noun,transcription
分陀利華,分陀利华,puṇḍarīka,4,4,4,1.0,0.75,exact,noun,transcription
伊沙馱羅,伊沙驮罗,īṣādhara,4,4,4,1.0,0.75,exact,proper noun,transcription
毘那怛迦,毘那怛迦,vinataka,4,4,4,1.0,0.75,exact,proper noun,transcription
羼提波梨,羼提波梨,kṣāntipāla,4,4,4,1.0,0.75,exact,proper noun,transcription
伽陀羅山,伽陀罗山,khadiraka,4,4,4,1.0,0.75,exact,proper noun,transcription
軻犁羅山,轲犁罗山,khadiraka,4,4,4,1.0,0.75,exact,proper noun,transcription
軻地羅山,轲地罗山,khadiraka,4,4,4,1.0,0.75,exact,proper noun,transcription
鴦哦囉迦,鸯哦啰迦,aṅgāraka,4,4,4,1.0,0.75,exact,proper noun,transcription
實叉難陀,实叉难陀,Śiksānanda,4,4,4,1.0,0.75,exact,proper noun,transcription
虛空藏菩薩陀羅尼,虚空藏菩萨陀罗尼,ākāśagarbhadhāraṇī,8,8,8,1.0,0.75,exact,proper noun,transcription
優樓頻羅,优楼频罗,uruvilvā,4,4,4,1.0,0.75,exact,proper noun,transcription
尼連禪河,尼连禅河,Nairañjanā,4,4,4,1.0,0.75,exact,proper noun,transcription
憍梵波提,憍梵波提,gavāṃpati,4,4,4,1.0,0.75,exact,proper noun,transcription
頻頭娑羅,频头娑罗,bimbisāra,4,4,4,1.0,0.75,exact,proper noun,transcription
民彌沙囉,民弥沙啰,bimbisāra,4,4,4,1.0,0.75,exact,proper noun,transcription
高達帕達,高达帕达,gauḍapāda,4,4,4,1.0,0.75,exact,proper noun,transcription
尼夜耶經,尼夜耶经,nyāya-sūtra,4,4,4,1.0,0.75,exact,proper noun,transcription
摩阿闍梨,摩阿阇梨,Bhīmācārya,4,4,4,1.0,0.75,exact,proper noun,transcription
鉢顛社攞,钵颠社攞,patañjali,4,4,4,1.0,0.75,exact,proper noun,transcription
那那斯那,那那斯那,nāgasena,4,4,4,1.0,0.75,exact,proper noun,transcription
摩訶提婆,摩诃提婆,mahādeva,4,4,4,1.0,0.75,exact,proper noun,transcription
僧伽羅剎,僧伽罗刹,saṃgharakṣa,4,4,4,1.0,0.75,exact,proper noun,transcription
僧伽羅叉,僧伽罗叉,saṃgharakṣa,4,4,4,1.0,0.75,exact,proper noun,transcription
伽耶山頂,伽耶山顶,gayāśīrṣa,4,4,4,1.0,0.75,exact,proper noun,transcription
末田地那,末田地那,madhyantika,4,4,4,1.0,0.75,exact,proper noun,transcription
嘎,嘎,ka,1,1,1,1.0,0.0,exact,phonetic,transcription
佉,佉,kha,1,1,1,1.0,0.0,exact,phonetic,transcription
㖸,㖸,gha,1,1,1,1.0,0.0,exact,phonetic,transcription
哈,哈,ha,1,1,1,1.0,0.0,exact,phonetic,transcription
若,若,ja,1,1,1,1.0,0.0,exact,phonetic,transcription
若,若,jñā,1,1,1,1.0,0.0,exact,phonetic,transcription
絝,绔,ṭa,1,1,1,1.0,0.0,exact,phonetic,transcription
姹,姹,ṭha,1,1,1,1.0,0.0,exact,phonetic,transcription
咃,咃,ṭha,1,1,1,1.0,0.0,exact,phonetic,transcription
搋,搋,ṭha,1,1,1,1.0,0.0,exact,phonetic,transcription
荼,荼,ḍha,1,1,1,1.0,0.0,exact,phonetic,transcription
哆,哆,ta,1,1,1,1.0,0.0,exact,phonetic,transcription
娜,娜,da,1,1,1,1.0,0.0,exact,phonetic,transcription
馱,驮,dha,1,1,1,1.0,0.0,exact,phonetic,transcription
駄,駄,dha,1,1,1,1.0,0.0,exact,phonetic,transcription
曇,昙,dha,1,1,1,1.0,0.0,exact,phonetic,transcription
叵,叵,pha,1,1,1,1.0,0.0,exact,phonetic,transcription
嘙,嘙,bha,1,1,1,1.0,0.0,exact,phonetic,transcription
滼,滼,bha,1,1,1,1.0,0.0,exact,phonetic,transcription
囉,啰,ra,1,1,1,1.0,0.0,exact,phonetic,transcription
喇,喇,ra,1,1,1,1.0,0.0,exact,phonetic,transcription
邏,逻,la,1,1,1,1.0,0.0,exact,phonetic,transcription
攞,攞,la,1,1,1,1.0,0.0,exact,phonetic,transcription
砢,砢,la,1,1,1,1.0,0.0,exact,phonetic,transcription
縛,缚,va,1,1,1,1.0,0.0,exact,phonetic,transcription
縒,縒,sa,1,1,1,1.0,0.0,exact,phonetic,transcription
拶,拶,sa,1,1,1,1.0,0.0,exact,phonetic,transcription
呀,呀,ṅa,1,1,1,1.0,0.0,exact,phonetic,transcription
盎,盎,ṅa,1,1,1,1.0,0.0,exact,phonetic,transcription
髯,髯,ja,1,1,1,1.0,0.0,exact,phonetic,transcription
鑁,鑁,vaṃ,1,1,1,1.0,0.0,exact,phonetic,transcription
嚧,嚧,ḹ,1,1,1,1.0,0.0,exact,phonetic,transcription
㘕,㘕,laṃ,1,1,1,1.0,0.0,exact,phonetic,transcription
膉,膉,laṃ,1,1,1,1.0,0.0,exact,phonetic,transcription
伐,伐,va,1,1,1,1.0,0.0,exact,phonetic,transcription
咜,咜,ṭha,1,1,1,1.0,0.0,exact,phonetic,transcription
呵,呵,la,1,1,1,1.0,0.0,exact,phonetic,transcription
呾,呾,ta,1,1,1,1.0,0.0,exact,phonetic,transcription
哈,哈,gha,1,1,1,1.0,0.0,exact,phonetic,transcription
哩,哩,ṛ,1,1,1,1.0,0.0,exact,phonetic,transcription
嚕,噜,ru,1,1,1,1.0,0.0,exact,phonetic,transcription
嚩,嚩,va,1,1,1,1.0,0.0,exact,phonetic,transcription
孰,孰,ka,1,1,1,1.0,0.0,exact,phonetic,transcription
捺,捺,na,1,1,1,1.0,0.0,exact,phonetic,transcription
曩,曩,kāntāra,1,3,0,0.333,0.0,length_mismatch,phonetic,transcription
殟,殟,u,1,1,1,1.0,0.0,exact,phonetic,transcription
毗,毗,vai,1,1,1,1.0,0.0,exact,phonetic,transcription
毘,毘,vai,1,1,1,1.0,0.0,exact,phonetic,transcription
盧,卢,ḹ,1,1,1,1.0,0.0,exact,phonetic,transcription
矩,矩,ku,1,1,1,1.0,0.0,exact,phonetic,transcription
碪,碪,dhāṃ,1,1,1,1.0,0.0,exact,phonetic,transcription
穰,穰,ja,1,1,1,1.0,0.0,exact,phonetic,transcription
羼,羼,kṣan,1,1,1,1.0,0.0,exact,phonetic,transcription
蓬,蓬,om,1,1,1,1.0,0.0,exact,phonetic,transcription
亙,亙,ma,1,1,1,1.0,0.0,exact,phonetic,transcription
鄔,邬,u,1,1,1,1.0,0.0,exact,phonetic,transcription
醝,醝,tsa,1,1,1,1.0,0.0,exact,phonetic,transcription
鴆,鸩,hāṃ,1,1,1,1.0,0.0,exact,phonetic,transcription
猭,猭,hrīḥ,1,1,1,1.0,0.0,exact,phonetic,transcription
